0	6	 33313	1524811120	1532514101	1543373422	
1	sourcetype::dpkg	 16750	1532513035	1532513572	1543373410	
2	sourcetype::alternatives	153	1532513037	1532513502	1543373410	
3	sourcetype::bootstrap	 12	1524811120	1532487868	1543373411	
4	sourcetype::history-too_small	  6	1532513092	1532513572	1543373411	
5	sourcetype::initial-status	 16391	1531383060	1531386600	1543373422	
6	sourcetype::casper-too_small	  1	1532514101	1532514101	1543373422	
