0	29	 71136	1541668260	1543458904	1543423341	
1	sourcetype::WinEventLog:Setup	 17	1542349304	1543365532	1543371601	
2	sourcetype::WinEventLog:System	  1479	1541720235	1543458810	1543423241	
3	sourcetype::WinEventLog:Security	  4521	1541720235	1543456150	1543420359	
4	sourcetype::WinEventLog:Application	  1692	1541720237	1543452060	1543419825	
5	sourcetype::Perfmon:Available Memory	  4860	1543371239	1543458904	1543423341	
6	sourcetype::Perfmon:Network Interface	  9718	1543371239	1543458904	1543423341	
7	sourcetype::Perfmon:CPU Load	  9260	1543371239	1543458904	1543423341	
8	sourcetype::vmware-network-too_small	 10	1541720567	1543371910	1543373409	
9	sourcetype::syslog	 11364	1541720547	1543458459	1543422862	
10	sourcetype::dpkg	  7315	1541720433	1543377221	1543377224	
11	sourcetype::auth-too_small	 88	1541720547	1543457821	1543422171	
12	sourcetype::vmware-vmsvc-too_small	 57	1541720567	1543456107	1543420311	
13	sourcetype::alternatives	 38	1541720463	1541721128	1543373410	
14	sourcetype::fontconfig-too_small	  1	1541721113	1541721113	1543373410	
15	sourcetype::gpu-manager-too_small	  1	1543371910	1543371910	1543373411	
16	sourcetype::cups_access	 32	1541720548	1543456745	1543421598	
17	sourcetype::bootstrap	 10	1541720406	1543372630	1543373411	
18	sourcetype::history-too_small	 18	1541720406	1543372630	1543373411	
19	sourcetype::rc.local	  1	1541720578	1541720578	1543373411	
20	sourcetype::partman	  1372	1541720291	1541720291	1543373411	
21	sourcetype::debug	 16195	1541720522	1541749322	1543373422	
22	sourcetype::initial-status	  3022	1541668260	1541720522	1543373415	
23	sourcetype::casper-too_small	  1	1541695062	1541695062	1543373422	
24	sourcetype::version-too_small	  1	1541695071	1541695071	1543373422	
25	sourcetype::media-info-too_small	  1	1541720522	1541720522	1543373422	
26	sourcetype::telemetry-too_small	  1	1541720522	1541720522	1543373424	
27	sourcetype::Perfmon:Free Disk Space	 26	1543374829	1543457104	1543421391	
28	sourcetype::kern-too_small	 26	1543382716	1543452507	1543420310	
29	sourcetype::unattended-upgrades-too_small	  9	1543414225	1543422805	1543395933	
